ID,PortMonitor,Status,Kwh,LastReading,LastGoodPacket,ReleStatus,Model,FWver
00AA00B5,,Normal,Initial/Latest kWh 0 / 46.5670,Last Reading: 46.5670 - 12/16/2022 7:33:23 AM,12/16/2022 7:33:43 AM,Connected,Magno Grid - E212,01.00.03
00AA00C9,,Normal,Initial/Latest kWh 0 / 42.9180,Last Reading: 42.9180 - 12/16/2022 7:52:45 AM,12/16/2022 7:53:08 AM,Connected,Magno Grid - E212,01.00.03
00AA00CB,,Normal,Initial/Latest kWh 0 / 49.65,Last Reading: 49.6500 - 12/16/2022 10:16:46 AM,12/16/2022 10:17:08 AM,Connected,Magno Grid - E212,01.00.03
00AA00CF,,Normal,Initial/Latest kWh 0 / 31.1830,Last Reading: 31.1830 - 11/30/2022 9:38:35 AM,11/30/2022 9:39:05 AM,Connected,Magno Grid - E212,01.00.03
00AA00D1,,Normal,Initial/Latest kWh 0 / 21.6970,Last Reading: 21.6970 - 12/16/2022 6:18:28 AM,12/16/2022 6:18:45 AM,Connected,Magno Grid - E212,01.00.03
00AA00D7,,Normal,Initial/Latest kWh 0 / 22.4880,Last Reading: 22.4880 - 12/16/2022 7:26:07 AM,12/16/2022 7:26:32 AM,Connected,Magno Grid - E212,01.00.03
00AA00D9,,Normal,Initial/Latest kWh 0 / 25.2580,Last Reading: 25.2580 - 12/16/2022 8:02:07 AM,12/16/2022 8:02:35 AM,Connected,Magno Grid - E212,01.00.03
00AA00DB,,Normal,Initial/Latest kWh 0 / 25.34,Last Reading: 25.3400 - 12/16/2022 7:48:29 AM,12/16/2022 7:48:45 AM,Connected,Magno Grid - E212,01.00.03
00AA00DF,,Normal,Initial/Latest kWh 0 / 19.7410,Last Reading: 19.7410 - 12/16/2022 6:50:07 AM,12/16/2022 6:50:33 AM,Connected,Magno Grid - E212,01.00.03
00AA00E1,,Normal,Initial/Latest kWh 0 / 19.55,Last Reading: 19.5500 - 11/30/2022 7:30:53 AM,11/30/2022 7:31:10 AM,Connected,Magno Grid - E212,01.00.03
00AA00E3,,Normal,Initial/Latest kWh 0 / 34.9640,Last Reading: 34.9640 - 12/16/2022 5:56:27 AM,12/16/2022 5:56:48 AM,Connected,Magno Grid - E212,01.00.03
00AA00E5,,Normal,Initial/Latest kWh 0 / 25.0760,Last Reading: 25.0760 - 12/16/2022 8:15:22 AM,12/16/2022 8:15:48 AM,Connected,Magno Grid - E212,01.00.03
00AA00E7,,Normal,Initial/Latest kWh 0 / 21.7770,Last Reading: 21.7770 - 12/16/2022 10:15:49 AM,12/16/2022 10:16:12 AM,Connected,Magno Grid - E212,01.00.03
00AA00E9,,Normal,Initial/Latest kWh 0 / 34.8980,Last Reading: 34.8980 - 12/16/2022 9:32:26 AM,12/16/2022 9:32:43 AM,Connected,Magno Grid - E212,01.00.03
00AA00EB,,Normal,Initial/Latest kWh 0 / 22.6950,Last Reading: 22.6950 - 12/16/2022 6:27:22 AM,12/16/2022 6:27:33 AM,Connected,Magno Grid - E212,01.00.03
00AA00F1,,Normal,Initial/Latest kWh 0 / 11.3520,Last Reading: 11.3520 - 12/16/2022 9:51:22 AM,12/16/2022 9:51:46 AM,Connected,Magno Grid - E212,01.00.03
00AA00F5,,Normal,Initial/Latest kWh 0 / 19.0520,Last Reading: 19.0520 - 12/16/2022 8:53:37 AM,12/16/2022 8:53:56 AM,Connected,Magno Grid - E212,01.00.03
00AA00FD,,Normal,Initial/Latest kWh 0 / 34.69,Last Reading: 34.6900 - 12/16/2022 6:27:02 AM,12/16/2022 6:27:31 AM,Connected,Magno Grid - E212,01.00.03
00AA00FF,,Normal,Initial/Latest kWh 0 / 20.6680,Last Reading: 20.6680 - 12/16/2022 6:29:08 AM,12/16/2022 6:29:34 AM,Connected,Magno Grid - E212,01.00.03
00AA0103,,Normal,Initial/Latest kWh 0 / 23.0230,Last Reading: 23.0230 - 12/16/2022 9:48:27 AM,12/16/2022 9:48:44 AM,Connected,Magno Grid - E212,01.00.03
00AA0105,,Normal,Initial/Latest kWh 0 / 34.8040,Last Reading: 34.8040 - 12/16/2022 9:39:49 AM,12/16/2022 9:40:12 AM,Connected,Magno Grid - E212,01.00.03
00AA0107,,Normal,Initial/Latest kWh 0 / 32.4820,Last Reading: 32.4820 - 12/16/2022 8:20:28 AM,12/16/2022 8:20:52 AM,Connected,Magno Grid - E212,01.00.03
00AA010F,,Normal,Initial/Latest kWh 0 / 33.2760,Last Reading: 33.2760 - 12/16/2022 6:40:45 AM,12/16/2022 6:41:02 AM,Connected,Magno Grid - E212,01.00.03
00AA0119,,Normal,Initial/Latest kWh 0 / 33.5950,Last Reading: 33.5950 - 12/16/2022 7:51:48 AM,12/16/2022 7:52:08 AM,Connected,Magno Grid - E212,01.00.03
00AA011B,,Normal,Initial/Latest kWh 0 / 21.2910,Last Reading: 21.2910 - 12/16/2022 8:55:28 AM,12/16/2022 8:55:48 AM,Connected,Magno Grid - E212,01.00.03
00AA011D,,Normal,Initial/Latest kWh 0 / 25.2930,Last Reading: 25.2930 - 12/16/2022 7:15:48 AM,12/16/2022 7:16:02 AM,Connected,Magno Grid - E212,01.00.03
00AA011F,,Normal,Initial/Latest kWh 0 / 33.1580,Last Reading: 33.1580 - 12/16/2022 9:43:19 AM,12/16/2022 9:43:41 AM,Connected,Magno Grid - E212,01.00.03
00AA0121,,Normal,Initial/Latest kWh 0 / 24.0030,Last Reading: 24.0030 - 12/16/2022 9:10:36 AM,12/16/2022 9:10:46 AM,Connected,Magno Grid - E212,01.00.03
00AA0129,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/16/2022 7:51:06 AM,12/16/2022 7:51:30 AM,Connected,Magno Grid - E212,01.00.03
00AA012B,,Normal,Initial/Latest kWh 0 / 25.7590,Last Reading: 25.7590 - 11/23/2022 9:58:47 AM,11/25/2022 4:41:42 PM,Connected,Magno Grid - E212,01.00.03
00AA0139,,Normal,Initial/Latest kWh 0 / 38.3660,Last Reading: 38.3660 - 11/23/2022 2:58:47 PM,11/25/2022 4:39:45 PM,Connected,Magno Grid - E212,01.00.03
00AA013B,,Normal,Initial/Latest kWh 0 / 26.1520,Last Reading: 26.1520 - 11/30/2022 8:36:19 AM,11/30/2022 8:36:41 AM,Connected,Magno Grid - E212,01.00.03
00AA0141,,Normal,Initial/Latest kWh 0 / 40.56,Last Reading: 40.5600 - 12/16/2022 9:04:46 AM,12/16/2022 9:05:06 AM,Connected,Magno Grid - E212,01.00.03
00AA0143,,Normal,Initial/Latest kWh 0 / 25.4070,Last Reading: 25.4070 - 12/16/2022 8:05:12 AM,12/16/2022 8:05:38 AM,Connected,Magno Grid - E212,01.00.03
00AA0145,,Normal,Initial/Latest kWh 0 / 29.9810,Last Reading: 29.9810 - 11/30/2022 10:43:59 AM,11/30/2022 10:44:19 AM,Connected,Magno Grid - E212,01.00.03
00AA0147,,Normal,Initial/Latest kWh 0 / 44.4270,Last Reading: 44.4270 - 11/30/2022 12:22:09 PM,11/30/2022 12:22:30 PM,Connected,Magno Grid - E212,01.00.03
00AA0149,,Normal,Initial/Latest kWh 0 / 22.2110,Last Reading: 22.2110 - 12/16/2022 8:37:55 AM,12/16/2022 8:38:15 AM,Connected,Magno Grid - E212,01.00.03
00AA014B,,Normal,Initial/Latest kWh 0 / 25.40,Last Reading: 25.4000 - 11/30/2022 11:16:43 AM,11/30/2022 11:17:04 AM,Connected,Magno Grid - E212,01.00.03
00AA014D,,Normal,Initial/Latest kWh 0 / 20.6630,Last Reading: 20.6630 - 12/16/2022 10:16:02 AM,12/16/2022 10:16:22 AM,Connected,Magno Grid - E212,01.00.03
00AA014F,,Normal,Initial/Latest kWh 0 / 25.2360,Last Reading: 25.2360 - 12/16/2022 7:32:29 AM,12/16/2022 7:32:43 AM,Connected,Magno Grid - E212,01.00.03
00AA0151,,Normal,Initial/Latest kWh 0 / 47.8640,Last Reading: 47.8640 - 12/16/2022 8:28:45 AM,12/16/2022 8:29:06 AM,Connected,Magno Grid - E212,01.00.03
00AA0153,,Normal,Initial/Latest kWh 0 / 34.4870,Last Reading: 34.4870 - 11/30/2022 11:49:26 AM,11/30/2022 11:49:49 AM,Connected,Magno Grid - E212,01.00.03
00AA0155,,Normal,Initial/Latest kWh 0 / 29.2980,Last Reading: 29.2980 - 11/30/2022 10:08:21 AM,11/30/2022 10:08:45 AM,Connected,Magno Grid - E212,01.00.03
00AA0157,,Normal,Initial/Latest kWh 0 / 56.49,Last Reading: 56.4900 - 12/16/2022 9:45:25 AM,12/16/2022 9:45:43 AM,Connected,Magno Grid - E212,01.00.03
00AA0159,,Normal,Initial/Latest kWh 0 / 16.8620,Last Reading: 16.8620 - 11/30/2022 6:58:10 AM,11/30/2022 6:58:33 AM,Connected,Magno Grid - E212,01.00.03
00AA015B,,Normal,Initial/Latest kWh 0 / 21.3860,Last Reading: 21.3860 - 12/16/2022 8:51:23 AM,12/16/2022 8:51:42 AM,Connected,Magno Grid - E212,01.00.03
00AA015E,,Normal,Initial/Latest kWh 0 / 22.26,Last Reading: 22.2600 - 12/16/2022 7:50:04 AM,12/16/2022 7:50:30 AM,Connected,Magno Grid - E212,01.00.03
00AA0160,,Normal,Initial/Latest kWh 0 / 25.5510,Last Reading: 25.5510 - 12/16/2022 9:03:48 AM,12/16/2022 9:04:04 AM,Connected,Magno Grid - E212,01.00.03
00AA0162,,Normal,Initial/Latest kWh 0 / 21.5920,Last Reading: 21.5920 - 12/16/2022 11:21:22 AM,12/16/2022 11:21:46 AM,Connected,Magno Grid - E212,01.00.03
00AA019C,,Normal,Initial/Latest kWh 0 / 19.7760,Last Reading: 19.7760 - 12/16/2022 11:23:35 AM,12/16/2022 11:23:52 AM,Connected,Magno Grid - E212,01.00.03
00AA01A0,,Normal,Initial/Latest kWh 0 / 22.1640,Last Reading: 22.1640 - 12/16/2022 6:39:48 AM,12/16/2022 6:40:12 AM,Connected,Magno Grid - E212,01.00.03
00AA01A2,,Normal,Initial/Latest kWh 0 / 33.4040,Last Reading: 33.4040 - 12/16/2022 12:03:48 PM,12/16/2022 12:04:07 PM,Connected,Magno Grid - E212,01.00.03
00AA01A7,,Normal,Initial/Latest kWh 0 / 21.8160,Last Reading: 21.8160 - 12/16/2022 8:27:48 AM,12/16/2022 8:28:08 AM,Connected,Magno Grid - E212,01.00.03
00AA01A9,,Normal,Initial/Latest kWh 0 / 29.6350,Last Reading: 29.6350 - 12/16/2022 11:21:29 AM,12/16/2022 11:21:46 AM,Connected,Magno Grid - E212,01.00.03
00AA01AB,,Normal,Initial/Latest kWh 0 / 7.5620,Last Reading: 7.5620 - 12/16/2022 9:28:11 AM,12/16/2022 9:28:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01AD,,Normal,Initial/Latest kWh 0 / 7.4060,Last Reading: 7.4060 - 12/16/2022 10:33:37 AM,12/16/2022 10:33:55 AM,Connected,Magno Grid - E212,01.00.03
00AA01AF,,Normal,Initial/Latest kWh 0 / 25.7380,Last Reading: 25.7380 - 12/16/2022 4:48:27 AM,12/16/2022 4:48:44 AM,Connected,Magno Grid - E212,01.00.03
00AA01B1,,Normal,Initial/Latest kWh 0 / 24.3270,Last Reading: 24.3270 - 12/16/2022 10:36:22 AM,12/16/2022 10:36:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01B3,,Normal,Initial/Latest kWh 0 / 20.0310,Last Reading: 20.0310 - 12/16/2022 8:07:18 AM,12/16/2022 8:07:43 AM,Connected,Magno Grid - E212,01.00.03
00AA01B5,,Normal,Initial/Latest kWh 0 / 25.6840,Last Reading: 25.6840 - 12/16/2022 9:06:22 AM,12/16/2022 9:06:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01B7,,Normal,Initial/Latest kWh 0 / 21.4530,Last Reading: 21.4530 - 12/16/2022 7:34:35 AM,12/16/2022 7:34:53 AM,Connected,Magno Grid - E212,01.00.03
00AA01B9,,Normal,Initial/Latest kWh 0 / 22.2010,Last Reading: 22.2010 - 12/16/2022 10:18:09 AM,12/16/2022 10:18:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01BB,,Normal,Initial/Latest kWh 0 / 32.7730,Last Reading: 32.7730 - 12/16/2022 8:40:01 AM,12/16/2022 8:40:13 AM,Connected,Magno Grid - E212,01.00.03
00AA01BD,,Normal,Initial/Latest kWh 0 / 17.9780,Last Reading: 17.9780 - 12/16/2022 11:06:21 AM,12/16/2022 11:06:40 AM,Connected,Magno Grid - E212,01.00.03
00AA01BF,,Normal,Initial/Latest kWh 0 / 23.1530,Last Reading: 23.1530 - 12/16/2022 11:56:18 AM,12/16/2022 11:56:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01C2,,Normal,Initial/Latest kWh 0 / 20.1180,Last Reading: 20.1180 - 12/16/2022 10:50:52 AM,12/16/2022 10:51:09 AM,Connected,Magno Grid - E212,01.00.03
00AA01C4,,Normal,Initial/Latest kWh 0 / 33.02,Last Reading: 33.0200 - 12/16/2022 11:02:06 AM,12/16/2022 11:02:21 AM,Connected,Magno Grid - E212,01.00.03
00AA01C6,,Normal,Initial/Latest kWh 0 / 26.0190,Last Reading: 26.0190 - 12/16/2022 11:27:47 AM,12/16/2022 11:28:07 AM,Connected,Magno Grid - E212,01.00.03
00AA01C8,,Normal,Initial/Latest kWh 0 / 24.7730,Last Reading: 24.7730 - 12/16/2022 10:26:06 AM,12/16/2022 10:26:30 AM,Connected,Magno Grid - E212,01.00.03
00AA01CA,,Normal,Initial/Latest kWh 0 / 22.0910,Last Reading: 22.0910 - 12/16/2022 9:50:06 AM,12/16/2022 9:50:25 AM,Connected,Magno Grid - E212,01.00.03
00AA01D3,,Normal,Initial/Latest kWh 0 / 23.9890,Last Reading: 23.9890 - 12/16/2022 10:00:54 AM,12/16/2022 10:01:08 AM,Connected,Magno Grid - E212,01.00.03
00AA01D5,,Normal,Initial/Latest kWh 0 / 36.6750,Last Reading: 36.6750 - 12/16/2022 8:56:28 AM,12/16/2022 8:56:56 AM,Connected,Magno Grid - E212,01.00.03
00AA01D7,,Normal,Initial/Latest kWh 0 / 18.7050,Last Reading: 18.7050 - 11/30/2022 9:08:21 AM,11/30/2022 9:08:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01D9,,Normal,Initial/Latest kWh 0 / 21.54,Last Reading: 21.5400 - 12/16/2022 11:18:28 AM,12/16/2022 11:18:43 AM,Connected,Magno Grid - E212,01.00.03
00AA01DB,,Normal,Initial/Latest kWh 0 / 20.3240,Last Reading: 20.3240 - 12/16/2022 7:01:51 AM,12/16/2022 7:02:21 AM,Connected,Magno Grid - E212,01.00.03
00AA01DF,,Normal,Initial/Latest kWh 0 / 21.8030,Last Reading: 21.8030 - 11/30/2022 12:25:20 PM,11/30/2022 12:25:32 PM,Connected,Magno Grid - E212,01.00.03
00AA01E1,,Normal,Initial/Latest kWh 0 / 25.0190,Last Reading: 25.0190 - 12/16/2022 11:51:22 AM,12/16/2022 11:51:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01E3,,Normal,Initial/Latest kWh 0 / 22.4850,Last Reading: 22.4850 - 12/16/2022 11:15:21 AM,12/16/2022 11:15:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01E5,,Normal,Initial/Latest kWh 0 / 22.1920,Last Reading: 22.1920 - 12/16/2022 10:39:21 AM,12/16/2022 10:39:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01E7,,Normal,Initial/Latest kWh 0 / 16.45,Last Reading: 16.4500 - 11/30/2022 9:41:44 AM,11/30/2022 9:41:57 AM,Connected,Magno Grid - E212,01.00.03
00AA01E9,,Normal,Initial/Latest kWh 0 / 16.6190,Last Reading: 16.6190 - 11/30/2022 11:19:53 AM,11/30/2022 11:20:17 AM,Connected,Magno Grid - E212,01.00.03
00AA01EB,,Normal,Initial/Latest kWh 0 / 20.3490,Last Reading: 20.3490 - 11/30/2022 10:47:10 AM,11/30/2022 10:47:33 AM,Connected,Magno Grid - E212,01.00.03
00AA01ED,,Normal,Initial/Latest kWh 0 / 19.5320,Last Reading: 19.5320 - 11/30/2022 11:52:37 AM,11/30/2022 11:52:52 AM,Connected,Magno Grid - E212,01.00.03
00AA01EF,,Normal,Initial/Latest kWh 0 / 34.6940,Last Reading: 34.6940 - 11/30/2022 10:11:16 AM,11/30/2022 10:11:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01F1,,Normal,Initial/Latest kWh 0 / 24.0560,Last Reading: 24.0560 - 12/16/2022 10:03:21 AM,12/16/2022 10:03:44 AM,Connected,Magno Grid - E212,01.00.03
00AA01F3,,Normal,Initial/Latest kWh 0 / 22.6680,Last Reading: 22.6680 - 12/16/2022 9:27:21 AM,12/16/2022 9:27:39 AM,Connected,Magno Grid - E212,01.00.03
00AA01F5,,Normal,Initial/Latest kWh 0 / 31.9050,Last Reading: 31.9050 - 12/16/2022 7:44:28 AM,12/16/2022 7:44:56 AM,Connected,Magno Grid - E212,01.00.03
00AA01F7,,Normal,Initial/Latest kWh 0 / 27.9020,Last Reading: 27.9020 - 12/16/2022 8:18:28 AM,12/16/2022 8:19:00 AM,Connected,Magno Grid - E212,01.00.03
00AA01F9,,Normal,Initial/Latest kWh 0 / 37.8460,Last Reading: 37.8460 - 12/16/2022 12:48:28 PM,12/16/2022 12:48:58 PM,Connected,Magno Grid - E212,01.00.03
00AA01FC,,Normal,Initial/Latest kWh 0 / 31.7920,Last Reading: 31.7920 - 11/23/2022 1:58:46 PM,11/25/2022 4:40:17 PM,Connected,Magno Grid - E212,01.00.03
00AA01FE,,Normal,Initial/Latest kWh 0 / 26.0810,Last Reading: 26.0810 - 12/16/2022 2:48:29 AM,12/16/2022 2:48:50 AM,Connected,Magno Grid - E212,01.00.03
00AA0200,,Normal,Initial/Latest kWh 0 / 20.3120,Last Reading: 20.3120 - 12/16/2022 12:59:39 PM,12/16/2022 12:59:56 PM,Connected,Magno Grid - E212,01.00.03
00AA0204,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:57 PM,Connected,Magno Grid - E212,01.00.03
00AA0206,,Normal,Initial/Latest kWh 0 / 25.3950,Last Reading: 25.3950 - 12/16/2022 11:54:12 AM,12/16/2022 11:54:30 AM,Connected,Magno Grid - E212,01.00.03
00AA0208,,Normal,Initial/Latest kWh 0 / 42.3690,Last Reading: 42.3690 - 12/16/2022 10:52:46 AM,12/16/2022 10:53:04 AM,Connected,Magno Grid - E212,01.00.03
00AA020C,,Normal,Initial/Latest kWh 0 / 43.2540,Last Reading: 43.2540 - 12/16/2022 9:40:46 AM,12/16/2022 9:41:13 AM,Connected,Magno Grid - E212,01.00.03
00AA0214,,Normal,Initial/Latest kWh 0 / 12.9420,Last Reading: 12.9420 - 11/30/2022 10:14:27 AM,11/30/2022 10:14:52 AM,Connected,Magno Grid - E212,01.00.03
00AA0216,,Normal,Initial/Latest kWh 0 / 7.5590,Last Reading: 7.5590 - 12/16/2022 12:44:30 PM,12/16/2022 12:44:59 PM,Connected,Magno Grid - E212,01.00.03
00AA021C,,Normal,Initial/Latest kWh 0 / 31.4440,Last Reading: 31.4440 - 11/30/2022 6:54:59 AM,11/30/2022 6:55:23 AM,Connected,Magno Grid - E212,01.00.03
00AA021E,,Normal,Initial/Latest kWh 0 / 39.4040,Last Reading: 39.4040 - 12/16/2022 8:24:48 AM,12/16/2022 8:25:13 AM,Connected,Magno Grid - E212,01.00.03
00AA0222,,Normal,Initial/Latest kWh 0 / 24.6280,Last Reading: 24.6280 - 12/16/2022 11:48:28 AM,12/16/2022 11:48:54 AM,Connected,Magno Grid - E212,01.00.03
00AA0224,,Normal,Initial/Latest kWh 0 / 41.2350,Last Reading: 41.2350 - 12/16/2022 10:18:51 AM,12/16/2022 10:19:10 AM,Connected,Magno Grid - E212,01.00.03
00AA0228,,Normal,Initial/Latest kWh 0 / 65.3170,Last Reading: 65.3170 - 12/16/2022 1:16:45 PM,12/16/2022 1:17:05 PM,Connected,Magno Grid - E212,01.00.03
00AA0232,,Normal,Initial/Latest kWh 0 / 33.1190,Last Reading: 33.1190 - 12/16/2022 1:08:27 PM,12/16/2022 1:08:45 PM,Connected,Magno Grid - E212,01.00.03
00AA0234,,Normal,Initial/Latest kWh 0 / 24.0110,Last Reading: 24.0110 - 12/16/2022 1:17:14 PM,12/16/2022 1:17:42 PM,Connected,Magno Grid - E212,01.00.03
00AA0236,,Normal,Initial/Latest kWh 0 / 7.7260,Last Reading: 7.7260 - 12/16/2022 11:39:04 AM,12/16/2022 11:39:18 AM,Connected,Magno Grid - E212,01.00.03
00AA0238,,Normal,Initial/Latest kWh 0 / 34.3850,Last Reading: 34.3850 - 12/16/2022 10:08:26 AM,12/16/2022 10:08:47 AM,Connected,Magno Grid - E212,01.00.03
00AA023A,,Normal,Initial/Latest kWh 0 / 32.0730,Last Reading: 32.0730 - 12/16/2022 10:44:27 AM,12/16/2022 10:44:47 AM,Connected,Magno Grid - E212,01.00.03
00AA023C,,Normal,Initial/Latest kWh 0 / 25.19,Last Reading: 25.1900 - 12/16/2022 8:22:47 AM,12/16/2022 8:23:11 AM,Connected,Magno Grid - E212,01.00.03
00AA023E,,Normal,Initial/Latest kWh 0 / 29.7110,Last Reading: 29.7110 - 12/16/2022 12:32:27 PM,12/16/2022 12:32:49 PM,Connected,Magno Grid - E212,01.00.03
00AA0240,,Normal,Initial/Latest kWh 0 / 28.9970,Last Reading: 28.9970 - 11/30/2022 9:09:03 AM,11/30/2022 9:09:23 AM,Connected,Magno Grid - E212,01.00.03
00AA0244,,Normal,Initial/Latest kWh 0 / 35.9620,Last Reading: 35.9620 - 12/16/2022 9:14:06 AM,12/16/2022 9:14:19 AM,Connected,Magno Grid - E212,01.00.03
00AA024A,,Normal,Initial/Latest kWh 0 / 21.5790,Last Reading: 21.5790 - 12/16/2022 1:39:23 PM,12/16/2022 1:39:38 PM,Connected,Magno Grid - E212,01.00.03
00AA024C,,Normal,Initial/Latest kWh 0 / 22.3840,Last Reading: 22.3840 - 12/16/2022 11:38:07 AM,12/16/2022 11:38:22 AM,Connected,Magno Grid - E212,01.00.03
00AA024E,,Normal,Initial/Latest kWh 0 / 24.6030,Last Reading: 24.6030 - 12/16/2022 12:14:07 PM,12/16/2022 12:14:25 PM,Connected,Magno Grid - E212,01.00.03
00AA0250,,Normal,Initial/Latest kWh 0 / 29.9170,Last Reading: 29.9170 - 12/16/2022 1:18:29 PM,12/16/2022 1:18:47 PM,Connected,Magno Grid - E212,01.00.03
00AA0252,,Normal,Initial/Latest kWh 0 / 20.8760,Last Reading: 20.8760 - 12/16/2022 4:18:27 AM,12/16/2022 4:18:46 AM,Connected,Magno Grid - E212,01.00.03
00AA089E,,Normal,Initial/Latest kWh 0 / 24.7380,Last Reading: 24.7380 - 12/16/2022 1:36:23 PM,12/16/2022 1:36:40 PM,Connected,Magno Grid - E223,01.00.03
00AA08A0,,Normal,Initial/Latest kWh 0 / 24.73,Last Reading: 24.7300 - 12/16/2022 12:06:23 PM,12/16/2022 12:06:45 PM,Connected,Magno Grid - E223,01.00.03
00AA08A2,,Normal,Initial/Latest kWh 0 / 25.2350,Last Reading: 25.2350 - 12/16/2022 12:51:23 PM,12/16/2022 12:51:50 PM,Connected,Magno Grid - E223,01.00.03
00AA08A4,,Normal,Initial/Latest kWh 0 / 24.0180,Last Reading: 24.0180 - 12/16/2022 8:21:24 AM,12/16/2022 8:21:49 AM,Connected,Magno Grid - E223,01.00.03
00AA08A6,,Normal,Initial/Latest kWh 0 / 14.9790,Last Reading: 14.9790 - 12/16/2022 9:33:51 AM,12/16/2022 9:34:18 AM,Connected,Magno Grid - E223,01.00.03
00AA08A8,,Normal,Initial/Latest kWh 0 / 15.29,Last Reading: 15.2900 - 12/16/2022 11:03:52 AM,12/16/2022 11:04:12 AM,Connected,Magno Grid - E223,01.00.03
00AA08AC,,Normal,Initial/Latest kWh 0 / 17.5260,Last Reading: 17.5260 - 12/16/2022 9:55:36 AM,12/16/2022 9:55:59 AM,Connected,Magno Grid - E223,01.00.06
00AA08B2,,Normal,Initial/Latest kWh 0 / 17.1780,Last Reading: 17.1780 - 12/16/2022 9:12:42 AM,12/16/2022 9:12:58 AM,Connected,Magno Grid - E223,01.00.03
00AA08B6,,Normal,Initial/Latest kWh 0 / 16.6710,Last Reading: 16.6710 - 12/16/2022 10:48:46 AM,12/16/2022 10:49:06 AM,Connected,Magno Grid - E223,01.00.03
