ID,PortMonitor,Status,Kwh,LastReading,LastGoodPacket,ReleStatus,Model,FWver
400A29D0,,Normal,Initial/Latest kWh 0 / 18.39,Last Reading: 18.3900 - 12/19/2022 6:40:47 PM,12/19/2022 6:41:10 PM,Connected,Magno Grid - E223,01.00.03
400A29D2,,Normal,Initial/Latest kWh 0 / 27.1650,Last Reading: 27.1650 - 11/30/2022 8:33:08 AM,11/30/2022 8:33:27 AM,Connected,Magno Grid - E223,01.00.03
400A29D4,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:07 PM,Connected,Magno Grid - E223,01.00.03
400A29D6,,Normal,Initial/Latest kWh 0 / 19.6870,Last Reading: 19.6870 - 12/19/2022 6:10:16 PM,12/19/2022 6:10:37 PM,Connected,Magno Grid - E223,01.00.03
400A29D8,,Normal,Initial/Latest kWh 0 / 18.9640,Last Reading: 18.9640 - 12/19/2022 4:55:37 PM,12/19/2022 4:55:55 PM,Connected,Magno Grid - E223,01.00.06
400A29DA,,Normal,Initial/Latest kWh 0 / 8.0370,Last Reading: 8.0370 - 11/30/2022 8:03:36 AM,11/30/2022 8:03:55 AM,Connected,Magno Grid - E223,01.00.03
400A29DC,,Normal,Initial/Latest kWh 0 / 18.4280,Last Reading: 18.4280 - 12/19/2022 3:53:35 PM,12/19/2022 3:53:55 PM,Connected,Magno Grid - E223,01.00.03
400A29DE,,Normal,Initial/Latest kWh 0 / 19.1540,Last Reading: 19.1540 - 12/19/2022 5:55:37 PM,12/19/2022 5:55:59 PM,Connected,Magno Grid - E223,01.00.06
400A29E0,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:33 PM,Connected,Magno Grid - E223,01.00.03
400A29E2,,Normal,Initial/Latest kWh 0 / 18.7620,Last Reading: 18.7620 - 12/19/2022 7:55:37 PM,12/19/2022 7:55:57 PM,Connected,Magno Grid - E223,01.00.06
400A29E4,,Normal,Initial/Latest kWh 0 / 18.7770,Last Reading: 18.7770 - 12/19/2022 8:55:38 PM,12/19/2022 8:56:04 PM,Connected,Magno Grid - E223,01.00.06
400A29E6,,Normal,Initial/Latest kWh 0 / 18.4520,Last Reading: 18.4520 - 12/19/2022 4:53:35 PM,12/19/2022 4:54:00 PM,Connected,Magno Grid - E223,01.00.03
400A29E8,,Normal,Initial/Latest kWh 0 / 18.7750,Last Reading: 18.7750 - 12/19/2022 4:06:32 PM,12/19/2022 4:06:45 PM,Connected,Magno Grid - E223,01.00.03
400A29EA,,Normal,Initial/Latest kWh 0 / 19.2440,Last Reading: 19.2440 - 12/19/2022 6:55:37 PM,12/19/2022 6:56:04 PM,Connected,Magno Grid - E223,01.00.06
400A29EC,,Normal,Initial/Latest kWh 0 / 18.78,Last Reading: 18.7800 - 12/19/2022 3:15:06 PM,12/19/2022 3:15:18 PM,Connected,Magno Grid - E223,01.00.03
400A29EE,,Normal,Initial/Latest kWh 0 / 5.8670,Last Reading: 5.8670 - 12/19/2022 5:49:22 PM,12/19/2022 5:49:41 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F0,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/19/2022 6:39:06 PM,12/19/2022 6:39:28 PM,Connected,Magno Grid - E223,01.00.03
400A29F2,,Normal,Initial/Latest kWh 0 / 39.2570,Last Reading: 39.2570 - 12/19/2022 6:04:47 PM,12/19/2022 6:05:05 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,,Normal,Initial/Latest kWh 0 / 38.6440,Last Reading: 38.6440 - 12/19/2022 5:28:46 PM,12/19/2022 5:29:07 PM,Connected,Magno Grid - E223,01.00.03
400A29F8,,Normal,Initial/Latest kWh 0 / 8.1050,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,,Normal,Initial/Latest kWh 0 / 8.4840,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,,Normal,Initial/Latest kWh 0 / 18.6620,Last Reading: 18.6620 - 12/19/2022 4:57:57 PM,12/19/2022 4:58:17 PM,Connected,Magno Grid - E223,01.00.03
400A2A00,,Normal,Initial/Latest kWh 0 / 18.8350,Last Reading: 18.8350 - 12/19/2022 6:53:36 PM,12/19/2022 6:54:00 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,,Normal,Initial/Latest kWh 0 / 25.8060,Last Reading: 25.8060 - 12/19/2022 6:33:52 PM,12/19/2022 6:34:17 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,,Normal,Initial/Latest kWh 0 / 25.9820,Last Reading: 25.9820 - 12/19/2022 8:03:52 PM,12/19/2022 8:04:11 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/19/2022 9:03:04 PM,12/19/2022 9:03:29 PM,Connected,Magno Grid - E234,01.00.03
400A2A0E,,Normal,Initial/Latest kWh 0 / 27.9330,Last Reading: 27.9330 - 12/19/2022 7:53:36 PM,12/19/2022 7:53:56 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,,Normal,Initial/Latest kWh 0 / 12.5550,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,,Normal,Initial/Latest kWh 0 / 10.5140,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,,Normal,Initial/Latest kWh 0 / 25.3770,Last Reading: 25.3770 - 12/19/2022 9:10:30 PM,12/19/2022 9:10:46 PM,Connected,Magno Grid - E234,01.00.03
400A2A1A,,Normal,Initial/Latest kWh 0 / 10.4520,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,,Normal,Initial/Latest kWh 0 / 57.8280,Last Reading: 57.8280 - 12/19/2022 5:20:27 PM,12/19/2022 5:20:54 PM,Connected,Magno Grid - E234,01.00.03
400A2A1E,,Normal,Initial/Latest kWh 0 / 27.9460,Last Reading: 27.9460 - 12/19/2022 4:40:31 PM,12/19/2022 4:40:51 PM,Connected,Magno Grid - E234,01.00.03
400A2A22,,Normal,Initial/Latest kWh 0 / 10.2970,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,,Normal,Initial/Latest kWh 0 / 14.0220,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,,Normal,Initial/Latest kWh 0 / 4.1780,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,,Normal,Initial/Latest kWh 0 / 28.5850,Last Reading: 28.5850 - 12/19/2022 2:38:08 PM,12/19/2022 2:38:29 PM,Connected,Magno Grid - E234,01.00.03
400A2A32,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/19/2022 4:15:05 PM,12/19/2022 4:15:20 PM,Connected,Magno Grid - E234,01.00.03
400A2A34,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/19/2022 5:27:05 PM,12/19/2022 5:27:28 PM,Connected,Magno Grid - E234,01.00.03
400A2A36,,Normal,Initial/Latest kWh 0 / 4.1280,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,,Normal,Initial/Latest kWh 0 / 3.9890,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,,Normal,Initial/Latest kWh 0 / 28.2080,Last Reading: 28.2080 - 12/19/2022 7:03:22 PM,12/19/2022 7:03:36 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,,Normal,Initial/Latest kWh 0 / 27.7340,Last Reading: 27.7340 - 12/19/2022 7:40:32 PM,12/19/2022 7:40:55 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,,Normal,Initial/Latest kWh 0 / 27.2940,Last Reading: 27.2940 - 12/19/2022 4:51:47 PM,12/19/2022 4:52:01 PM,Connected,Magno Grid - E234,01.00.03
400A2A4A,,Normal,Initial/Latest kWh 0 / 27.92,Last Reading: 27.9200 - 12/19/2022 6:10:31 PM,12/19/2022 6:10:50 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,,Normal,Initial/Latest kWh 0 / 19,Last Reading: 19.0000 - 12/19/2022 5:53:36 PM,12/19/2022 5:53:55 PM,Connected,Magno Grid - E223,01.00.03
400A2A52,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,,Normal,Initial/Latest kWh 0 / 10.2730,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,,Normal,Initial/Latest kWh 0 / 44.0510,Last Reading: 44.0510 - 12/19/2022 9:18:51 PM,12/19/2022 9:19:01 PM,Connected,Magno Grid - E223,01.00.03
400A2A50,,Normal,Initial/Latest kWh 0 / 43.3960,Last Reading: 43.3960 - 12/19/2022 5:18:52 PM,12/19/2022 5:19:21 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,,Normal,Initial/Latest kWh 0 / 42.9760,Last Reading: 42.9760 - 12/19/2022 6:18:52 PM,12/19/2022 6:19:13 PM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,,Normal,Initial/Latest kWh 0 / 43.0010,Last Reading: 43.0010 - 12/19/2022 7:18:52 PM,12/19/2022 7:19:20 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,,Normal,Initial/Latest kWh 0 / 65.73,Last Reading: 65.7300 - 12/19/2022 8:18:52 PM,12/19/2022 8:19:12 PM,Disconnected,Magno Grid - E234,01.00.03
