400A29D6,,Normal,Initial/Latest kWh 0 / 17.1390,Last Reading: 17.1390 - 12/15/2022 12:12:15 PM,12/15/2022 12:12:31 PM,Connected,Magno Grid - E223,01.00.03
400A29D8,,Normal,Initial/Latest kWh 0 / 16.5630,Last Reading: 16.5630 - 12/15/2022 4:55:36 PM,12/15/2022 4:55:56 PM,Connected,Magno Grid - E223,01.00.06
400A29DA,,Normal,Initial/Latest kWh 0 / 8.0370,Last Reading: 8.0370 - 11/30/2022 8:03:36 AM,11/30/2022 8:03:55 AM,Connected,Magno Grid - E223,01.00.03
400A29DC,,Normal,Initial/Latest kWh 0 / 16.0250,Last Reading: 16.0250 - 12/15/2022 3:53:35 PM,12/15/2022 3:53:55 PM,Connected,Magno Grid - E223,01.00.03
400A29DE,,Normal,Initial/Latest kWh 0 / 16.7330,Last Reading: 16.7330 - 12/15/2022 5:55:37 PM,12/15/2022 5:56:01 PM,Connected,Magno Grid - E223,01.00.06
400A29E0,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:33 PM,Connected,Magno Grid - E223,01.00.03
400A29E2,,Normal,Initial/Latest kWh 0 / 16.25,Last Reading: 16.2500 - 12/15/2022 1:55:37 PM,12/15/2022 1:56:00 PM,Connected,Magno Grid - E223,01.00.06
400A29E4,,Normal,Initial/Latest kWh 0 / 16.2650,Last Reading: 16.2650 - 12/15/2022 2:55:38 PM,12/15/2022 2:55:53 PM,Connected,Magno Grid - E223,01.00.06
400A29E6,,Normal,Initial/Latest kWh 0 / 16.0490,Last Reading: 16.0490 - 12/15/2022 4:53:35 PM,12/15/2022 4:53:54 PM,Connected,Magno Grid - E223,01.00.03
400A29E8,,Normal,Initial/Latest kWh 0 / 16.3290,Last Reading: 16.3290 - 12/15/2022 4:07:51 PM,12/15/2022 4:08:05 PM,Connected,Magno Grid - E223,01.00.03
400A29EA,,Normal,Initial/Latest kWh 0 / 16.6620,Last Reading: 16.6620 - 12/15/2022 12:55:37 PM,12/15/2022 12:55:54 PM,Connected,Magno Grid - E223,01.00.06
400A29EC,,Normal,Initial/Latest kWh 0 / 16.3280,Last Reading: 16.3280 - 12/15/2022 3:16:26 PM,12/15/2022 3:16:47 PM,Connected,Magno Grid - E223,01.00.03
400A29EE,,Normal,Initial/Latest kWh 0 / 5.8670,Last Reading: 5.8670 - 12/15/2022 5:50:42 PM,12/15/2022 5:51:07 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F0,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/15/2022 12:39:05 PM,12/15/2022 12:39:24 PM,Connected,Magno Grid - E223,01.00.03
400A29F2,,Normal,Initial/Latest kWh 0 / 36.8260,Last Reading: 36.8260 - 12/15/2022 6:04:46 PM,12/15/2022 6:05:07 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,,Normal,Initial/Latest kWh 0 / 36.2490,Last Reading: 36.2490 - 12/15/2022 5:28:46 PM,12/15/2022 5:29:03 PM,Connected,Magno Grid - E223,01.00.03
400A29F8,,Normal,Initial/Latest kWh 0 / 8.1050,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,,Normal,Initial/Latest kWh 0 / 8.4840,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,,Normal,Initial/Latest kWh 0 / 16.2310,Last Reading: 16.2310 - 12/15/2022 4:59:17 PM,12/15/2022 4:59:39 PM,Connected,Magno Grid - E223,01.00.03
400A2A00,,Normal,Initial/Latest kWh 0 / 16.2320,Last Reading: 16.2320 - 12/15/2022 12:53:36 PM,12/15/2022 12:53:53 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,,Normal,Initial/Latest kWh 0 / 21.9430,Last Reading: 21.9430 - 12/15/2022 12:33:52 PM,12/15/2022 6:34:09 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,,Normal,Initial/Latest kWh 0 / 22.1010,Last Reading: 22.1010 - 12/15/2022 2:03:52 PM,12/15/2022 2:04:18 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/15/2022 3:03:04 PM,12/15/2022 3:03:27 PM,Connected,Magno Grid - E234,01.00.03
400A2A0E,,Normal,Initial/Latest kWh 0 / 24.0860,Last Reading: 24.0860 - 12/15/2022 1:53:36 PM,12/15/2022 1:53:58 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,,Normal,Initial/Latest kWh 0 / 12.5550,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,,Normal,Initial/Latest kWh 0 / 10.5140,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,,Normal,Initial/Latest kWh 0 / 21.5970,Last Reading: 21.5970 - 12/15/2022 3:10:30 PM,12/15/2022 3:10:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A1A,,Normal,Initial/Latest kWh 0 / 10.4520,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,,Normal,Initial/Latest kWh 0 / 54.2350,Last Reading: 54.2350 - 12/15/2022 5:20:27 PM,12/15/2022 5:20:56 PM,Connected,Magno Grid - E234,01.00.03
400A2A1E,,Normal,Initial/Latest kWh 0 / 24.3030,Last Reading: 24.3030 - 12/15/2022 4:40:30 PM,12/15/2022 4:40:53 PM,Connected,Magno Grid - E234,01.00.03
400A2A22,,Normal,Initial/Latest kWh 0 / 10.2970,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,,Normal,Initial/Latest kWh 0 / 14.0220,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,,Normal,Initial/Latest kWh 0 / 4.1780,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,,Normal,Initial/Latest kWh 0 / 25.0140,Last Reading: 25.0140 - 12/15/2022 2:38:07 PM,12/15/2022 2:38:33 PM,Connected,Magno Grid - E234,01.00.03
400A2A32,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/15/2022 4:15:04 PM,12/15/2022 4:15:21 PM,Connected,Magno Grid - E234,01.00.03
400A2A34,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/15/2022 5:27:05 PM,12/15/2022 5:27:31 PM,Connected,Magno Grid - E234,01.00.03
400A2A36,,Normal,Initial/Latest kWh 0 / 4.1280,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,,Normal,Initial/Latest kWh 0 / 3.9890,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,,Normal,Initial/Latest kWh 0 / 24.3190,Last Reading: 24.3190 - 12/15/2022 1:03:22 PM,12/15/2022 1:03:39 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,,Normal,Initial/Latest kWh 0 / 23.9120,Last Reading: 23.9120 - 12/15/2022 1:40:31 PM,12/15/2022 1:40:57 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,,Normal,Initial/Latest kWh 0 / 23.7410,Last Reading: 23.7410 - 12/15/2022 4:51:47 PM,12/15/2022 4:52:03 PM,Connected,Magno Grid - E234,01.00.03
400A2A4A,,Normal,Initial/Latest kWh 0 / 24.2970,Last Reading: 24.2970 - 12/15/2022 6:10:31 PM,12/15/2022 6:10:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,,Normal,Initial/Latest kWh 0 / 16.5290,Last Reading: 16.5290 - 12/15/2022 5:53:36 PM,12/15/2022 5:53:59 PM,Connected,Magno Grid - E223,01.00.03
400A2A52,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,,Normal,Initial/Latest kWh 0 / 10.2730,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,,Normal,Initial/Latest kWh 0 / 41.3220,Last Reading: 41.3220 - 12/15/2022 9:18:51 AM,12/15/2022 9:19:18 AM,Connected,Magno Grid - E223,01.00.03
400A2A50,,Normal,Initial/Latest kWh 0 / 40.9970,Last Reading: 40.9970 - 12/15/2022 5:18:52 PM,12/15/2022 5:19:14 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,,Normal,Initial/Latest kWh 0 / 40.6040,Last Reading: 40.6040 - 12/15/2022 6:18:52 PM,12/15/2022 6:19:08 PM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,,Normal,Initial/Latest kWh 0 / 40.4810,Last Reading: 40.4810 - 12/15/2022 1:18:52 PM,12/15/2022 1:19:13 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,,Normal,Initial/Latest kWh 0 / 61.8780,Last Reading: 61.8780 - 12/15/2022 2:18:53 PM,12/15/2022 2:19:16 PM,Disconnected,Magno Grid - E234,01.00.03
